id,original,tipo_variacao,attacked
5,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN,Fallback_Erro_LLM,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN
5,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN,Fallback_Erro_LLM,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN
5,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN,Fallback_Erro_LLM,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN
5,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN,Fallback_Erro_LLM,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN
5,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN,Fallback_Erro_LLM,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN
5,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN,Fallback_Erro_LLM,COMBO PLASTICA DOS FIOS SELAGEM TERMICA 10 UNI P2 ARGAN
6,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR,Fallback_Erro_LLM,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR
6,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR,Fallback_Erro_LLM,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR
6,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR,Fallback_Erro_LLM,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR
6,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR,Fallback_Erro_LLM,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR
6,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR,Fallback_Erro_LLM,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR
6,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR,Fallback_Erro_LLM,KIT SHAMPOO COND 1 LITR MASCARA 500G CICATRIFIOS INOAR
7,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML,Fallback_Erro_LLM,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML
7,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML,Fallback_Erro_LLM,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML
7,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML,Fallback_Erro_LLM,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML
7,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML,Fallback_Erro_LLM,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML
7,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML,Fallback_Erro_LLM,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML
7,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML,Fallback_Erro_LLM,KIT MISE EN SCENE PERFECT SERUM ORIGINAL SH COND 530ML
8,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE,Fallback_Erro_LLM,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE
8,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE,Fallback_Erro_LLM,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE
8,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE,Fallback_Erro_LLM,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE
8,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE,Fallback_Erro_LLM,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE
8,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE,Fallback_Erro_LLM,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE
8,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE,Fallback_Erro_LLM,02 KITS TRATAMENTO ANTIQUEDA CRESCIMENTO EFICAZ CAPIL HORSE
9,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR
9,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR
9,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR
9,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR
9,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR
9,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,KIT 3 QUERATINA DIA DIA MASCARA SHAMPOO E CONDICIONADOR
10,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU,Abreviacao,SHAMP COND MASC ACELERA CRESC EUDORAFU
10,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU,Abreviacao,SHP COND MASC ACELERA CRESC EUDORAFU
10,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU,Notacao_Unidades,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU UN
10,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU,Notacao_Unidades,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU UND
10,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU,Erro_Digitacao,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU
10,SHAMPOO CONDICIONADOR MASCARA ACELERA O CRESCIMENTO EUDORAFU,Erro_Digitacao,SHAMPOO CONDICIONADRO MASCARA ACELERA O CRESCIMNETO EUDORAFU
11,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1L,Abreviacao,ESCOVA PROG LUXE PLATINUM SEMI DEF BLUEKEN 1L
11,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1L,Abreviacao,ESCOVA PROGR LUXE PLATINUM SEMI DEFINIT BLUEKEN 1L
11,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1L,Notacao_Unidades,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1000ML
11,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1L,Notacao_Unidades,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1 LITRO
11,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1L,Erro_Digitacao,ESCOVA PROGRESIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1L
11,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUEKEN 1L,Erro_Digitacao,ESCOVA PROGRESSIVA LUXE PLATINUM SEMI DEFINITIVA BLUKEN 1L
12,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICS,Abreviacao,KIT POS PROG HOME CARE 2X MAIS LISO THYRRE COSM
12,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICS,Abreviacao,KIT POS PROGRESS HOME CARE 2X MAIS LISO THYRRE COSMET
12,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICS,Notacao_Unidades,KIT POS PROGRESSIVA HOME CARE DUAS VEZES MAIS LISO THYRRE COSMETICS
12,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICS,Notacao_Unidades,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICS UN
12,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICS,Erro_Digitacao,KIT POS PROGRESSIVA HOME CAER 2X MAIS LISO THYRRE COSMETICS
12,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICS,Erro_Digitacao,KIT POS PROGRESSIVA HOME CARE 2X MAIS LISO THYRRE COSMETICSS
13,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDADES,Abreviacao,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UND
13,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDADES,Abreviacao,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNID
13,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDADES,Notacao_Unidades,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 ITENS
13,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDADES,Notacao_Unidades,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 PCS
13,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDADES,Erro_Digitacao,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDADEES
13,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDADES,Erro_Digitacao,ALISANTE HEN RENA PRETO AZULADO POUCH EMBELLEZE 3 UNIDDAES
14,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300G,Abreviacao,INFUSO 20 ACIDIF CAPILAR WIDI CARE CONTROLE PH 300G
14,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300G,Abreviacao,INFUSO 20 ACIDIF CAP WIDI CARE CONTROLE PH 300G
14,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300G,Notacao_Unidades,"INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 0,3KG"
14,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300G,Notacao_Unidades,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300 GRAMAS
14,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300G,Erro_Digitacao,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE HP 300G
14,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300G,Erro_Digitacao,INFUSO 20 ACIDIFICANTE CAPILAR WIDI CARE CONTROLE PH 300G G
15,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ,Fallback_Erro_LLM,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ
15,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ,Fallback_Erro_LLM,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ
15,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ,Fallback_Erro_LLM,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ
15,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ,Fallback_Erro_LLM,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ
15,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ,Fallback_Erro_LLM,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ
15,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ,Fallback_Erro_LLM,KIT 2 ESCOVA PROGRESSIVA BIO PLUS 600ML JAPONESA COM FRIZZ
16,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE,Fallback_Erro_LLM,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE
16,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE,Fallback_Erro_LLM,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE
16,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE,Fallback_Erro_LLM,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE
16,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE,Fallback_Erro_LLM,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE
16,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE,Fallback_Erro_LLM,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE
16,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE,Fallback_Erro_LLM,MANDIOCA HASKELL KIT SHAMPCONDMASC 1L BRINDE
17,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G,Fallback_Erro_LLM,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G
17,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G,Fallback_Erro_LLM,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G
17,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G,Fallback_Erro_LLM,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G
17,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G,Fallback_Erro_LLM,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G
17,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G,Fallback_Erro_LLM,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G
17,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G,Fallback_Erro_LLM,HASKELL PROMOPACK SOS VERO SH 300ML CREME 240G
18,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER,Fallback_Erro_LLM,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER
18,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER,Fallback_Erro_LLM,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER
18,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER,Fallback_Erro_LLM,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER
18,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER,Fallback_Erro_LLM,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER
18,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER,Fallback_Erro_LLM,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER
18,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER,Fallback_Erro_LLM,MASCARA KARSEELL COLLAGEN IMPORTADA MACA POWER
19,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM,Fallback_Erro_LLM,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM
19,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM,Fallback_Erro_LLM,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM
19,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM,Fallback_Erro_LLM,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM
19,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM,Fallback_Erro_LLM,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM
19,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM,Fallback_Erro_LLM,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM
19,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM,Fallback_Erro_LLM,SHAMPOO CONDICIONADOR LISO EXTREMO VITA DERM
20,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML,Abreviacao,CRM PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML
20,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML,Abreviacao,CREME PENTEAR RECONST. NATHYDRAS ALHO 255ML
20,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML,Notacao_Unidades,"CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 0,255L"
20,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML,Notacao_Unidades,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255 mililitros
20,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML,Erro_Digitacao,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML
20,CREME DE PENTEAR RECONSTRUTOR NATHYDRAS ALHO 255ML,Erro_Digitacao,CREME DE PENTEAE RECONSTRUTOR NATHYDRAS ALHO 255ML
21,2 PROGRESSIVA MIORACH PROFESSIONAL 1 LITRO CADA,Abreviacao,2 PROG. MIORACH PROF. 1 LITRO CADA
21,2 PROGRESSIVA MIORACH PROFESSIONAL 1 LITRO CADA,Abreviacao,2 PROGRESSIVA MIORACH PROFESS. 1L CADA
21,2 PROGRESSIVA MIORACH PROFESSIONAL 1 LITRO CADA,Notacao_Unidades,2 PROGRESSIVA MIORACH PROFESSIONAL 1000ML CADA
21,2 PROGRESSIVA MIORACH PROFESSIONAL 1 LITRO CADA,Notacao_Unidades,2 PROGRESSIVA MIORACH PROFESSIONAL 1000 mililitros CADA
21,2 PROGRESSIVA MIORACH PROFESSIONAL 1 LITRO CADA,Erro_Digitacao,2 PROGRESIVA MIORACH PROFESSIONAL 1 LITRO CADA
21,2 PROGRESSIVA MIORACH PROFESSIONAL 1 LITRO CADA,Erro_Digitacao,2 PROGRESSIVA MIORACH PROFESIONAL 1 LITRO CADA
22,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE,Abreviacao,KIT LISO PERF. PRE ESCOVA SERUM NUANCE
22,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE,Abreviacao,KIT LISO PERFEITO PRE ESC. SERUM NUANCE
22,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE,Notacao_Unidades,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE 1 UNIDADE
22,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE,Notacao_Unidades,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE 1 KIT
22,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE,Erro_Digitacao,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE
22,KIT LISO PERFEITO PRE ESCOVA SERUM NUANCE,Erro_Digitacao,KIT LISO PERFEITO PRE ESCOVA SERUM NUANEC
23,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150ML,Abreviacao,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAUR. 150ML
23,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150ML,Abreviacao,KIT SH RD NUTRA THERAPY PROTEIN L. IN RESTAURADOR 150ML
23,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150ML,Notacao_Unidades,"KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 0,15L"
23,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150ML,Notacao_Unidades,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150 mililitros
23,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150ML,Erro_Digitacao,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADRO 150ML
23,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150ML,Erro_Digitacao,KIT SH RD NUTRA THERAPY PROTEIN LEAVE IN RESTAURADOR 150ML
24,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA,Abreviacao,PROG. SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA
24,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA,Abreviacao,PROGRESSIVA SEM FORMOL ORGANICA 1L P2 QUERO LISO DKA
24,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA,Notacao_Unidades,PROGRESSIVA SEM FORMOL ORGANICA 1000ML PASSO 2 QUERO LISO DKA
24,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA,Notacao_Unidades,PROGRESSIVA SEM FORMOL ORGANICA 1000 mililitros PASSO 2 QUERO LISO DKA
24,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA,Erro_Digitacao,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA
24,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA,Erro_Digitacao,PROGRESSIVA SEM FORMOL ORGANICA 1L PASSO 2 QUERO LISO DKA
25,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1L SEM FORMOL,Abreviacao,ESC. PROGRESSIVA 100 ORG. VEGAN HAIR 2X 1L SEM FORMOL
